Ticker,Short Name,  Market Cap  ,, Exchange ,,GICS Sector Name
ACHN US Equity,ACHILLION PHARMA,"1,109,848,832",,NASDAQ GS,,Health Care
ACCO US Equity,ACCO BRANDS CORP,"1,108,376,064",,New York,,Industrials
UFCS US Equity,UNITED FIRE GROU,"1,106,765,696",,NASDAQ GS,,Financials
FRME US Equity,FIRST MERCHANTS,"1,105,796,992",,NASDAQ GS,,Financials
YIN US Equity,YINTECH INVE-ADR,"1,105,409,280",,NASDAQ GS,,Financials
CAFD US Equity,8POINT3 ENERGY P,"1,104,988,032",,NASDAQ GS,,Utilities
TSLX US Equity,TPG SPECIALTY LE,"1,104,026,880",,New York,,Financials
UEIC US Equity,UNIVERSAL ELEC,"1,103,865,728",,NASDAQ GS,,Consumer Discretionary
CNNX US Equity,CONE MIDSTREAM P,"1,103,856,000",,New York,,Energy
NSIT US Equity,INSIGHT ENTERPRI,"1,100,675,328",,NASDAQ GS,,Information Technology
IRS US Equity,IRSA SA-ADR,"1,093,698,560",,New York,,Real Estate
SXI US Equity,STANDEX INTL CO,"1,093,522,432",,New York,,Industrials
ELY US Equity,CALLAWAY GOLF CO,"1,090,758,400",,New York,,Consumer Discretionary
OEC US Equity,ORION ENGINEERED,"1,088,756,352",,New York,,Materials
IBP US Equity,INSTALLED BUILDI,"1,088,454,656",,New York,,Consumer Discretionary
EBS US Equity,EMERGENT BIOSOLU,"1,088,339,456",,New York,,Health Care
TTMI US Equity,TTM TECHNOLOGIES,"1,087,722,496",,NASDAQ GS,,Information Technology
SUPN US Equity,SUPERNUS PHARMAC,"1,087,701,248",,NASDAQ GM,,Health Care
MPG US Equity,METALDYNE PERFOR,"1,087,483,776",,New York,,Consumer Discretionary
MMSI US Equity,MERIT MEDICAL,"1,087,191,680",,NASDAQ GS,,Health Care
FBP US Equity,FIRST BANCORP PR,"1,085,888,384",,New York,,Financials
MBI US Equity,MBIA INC,"1,085,206,400",,New York,,Financials
BPFH US Equity,BOSTON PRIV FINL,"1,083,692,544",,NASDAQ GS,,Financials
CPAC US Equity,CEMENTOS PACASMA,"1,083,332,608",,New York,,Materials
DK US Equity,DELEK US HOLDING,"1,083,148,800",,New York,,Energy
GRAM US Equity,GRANA Y MON-ADR,"1,082,475,008",,New York,,Industrials
IRBT US Equity,IROBOT CORP,"1,081,749,376",,NASDAQ GS,,Consumer Discretionary
FIX US Equity,COMFORT SYSTEMS,"1,081,705,600",,New York,,Industrials
JRVR US Equity,JAMES RIVER GROU,"1,080,458,112",,NASDAQ GS,,Financials
ANDE US Equity,ANDERSONS INC,"1,080,060,032",,NASDAQ GS,,Consumer Staples
SMCI US Equity,SUPER MICRO COMP,"1,077,739,904",,NASDAQ GS,,Information Technology
BANF US Equity,BANCFIRST CORP,"1,076,998,656",,NASDAQ GS,,Financials
EPE US Equity,EP ENERGY CORP-A,"1,075,516,544",,New York,,Energy
CLW US Equity,CLEARWATER,"1,074,631,168",,New York,,Materials
CAL US Equity,CALERES INC,"1,074,058,880",,New York,,Consumer Discretionary
TROX US Equity,TRONOX LTD-CL A,"1,071,496,320",,New York,,Materials
HASI US Equity,HANNON ARMSTRONG,"1,070,169,984",,New York,,Financials
NCS US Equity,NCI BUILDING SYS,"1,069,889,024",,New York,,Industrials
SPNC US Equity,SPECTRANETICS,"1,067,969,536",,NASDAQ GS,,Health Care
VNET US Equity,21VIANET-ADR,"1,066,843,456",,NASDAQ GS,,Information Technology
RGEN US Equity,REPLIGEN CORP,"1,061,234,496",,NASDAQ GS,,Health Care
NSH US Equity,NUSTAR GP HOLDIN,"1,060,830,976",,New York,,Energy
GOGO US Equity,GOGO INC,"1,059,112,896",,NASDAQ GS,,Information Technology
IPAR US Equity,INTER PARFUMS,"1,058,534,528",,NASDAQ GS,,Consumer Staples
ATNI US Equity,ATN INTERNATIONA,"1,054,856,768",,NASDAQ GS,,Telecommunication Services
HF US Equity,HFF INC-A,"1,047,651,840",,New York,,Real Estate
INSY US Equity,INSYS THERAPEUTI,"1,047,437,120",,NASDAQ GM,,Health Care
VDTH US Equity,VIDEOCON D2H-ADR,"1,045,009,472",,NASDAQ GS,,Consumer Discretionary
DIOD US Equity,DIODES INC,"1,040,688,448",,NASDAQ GS,,Information Technology
PMT US Equity,PENNYMAC MORTGAG,"1,040,540,672",,New York,,Financials
AKS US Equity,AK STEEL HLDG,"1,036,153,408",,New York,,Materials
CVGW US Equity,CALAVO GROWERS I,"1,036,011,968",,NASDAQ GS,,Consumer Staples
SMP US Equity,STANDARD MOTOR,"1,033,817,856",,New York,,Consumer Discretionary
HTGC US Equity,HERCULES CAPITAL,"1,029,866,752",,New York,,Financials
MGNX US Equity,MACROGENICS INC,"1,029,502,720",,NASDAQ GS,,Health Care
SAFT US Equity,SAFETY INSURANCE,"1,027,868,992",,NASDAQ GS,,Financials
GBDC US Equity,GOLUB CAPITAL BD,"1,026,531,584",,NASDAQ GS,,Financials
KRO US Equity,KRONOS WORLDWIDE,"1,025,662,784",,New York,,Materials
PRIM US Equity,PRIMORIS SERVICE,"1,024,292,288",,NASDAQ GS,,Industrials
BCC US Equity,BOISE CASCADE CO,"1,023,405,376",,New York,,Materials
SNR US Equity,NEW SENIOR INVES,"1,021,662,976",,New York,,Real Estate
CKH US Equity,SEACOR HOLDINGS,"1,019,847,744",,New York,,Energy
PAHC US Equity,PHIBRO ANIMAL-A,"1,019,079,680",,NASDAQ GM,,Health Care
SUPV US Equity,GRUPO SV-SP ADR,"1,018,577,344",,New York,,Financials
GCO US Equity,GENESCO INC,"1,016,971,520",,New York,,Consumer Discretionary
ARCO US Equity,ARCOS DORADOS-A,"1,015,621,888",,New York,,Consumer Discretionary
ROG US Equity,ROGERS CORP,"1,015,175,552",,New York,,Information Technology
GKOS US Equity,GLAUKOS CORP,"1,013,516,992",,New York,,Health Care
MHLD US Equity,MAIDEN HOLDINGS,"1,013,302,656",,NASDAQ GS,,Financials
PATK US Equity,PATRICK INDS INC,"1,013,164,416",,NASDAQ GS,,Industrials
GMS US Equity,GMS INC,"1,009,242,624",,New York,,Industrials
HQCL US Equity,HANWHA Q CEL-ADR,"1,009,034,176",,NASDAQ GS,,Information Technology
STBA US Equity,S & T BANCORP,"1,008,035,264",,NASDAQ GS,,Financials
ELGX US Equity,ENDOLOGIX INC,"1,006,596,928",,NASDAQ GS,,Health Care
FINL US Equity,FINISH LINE-A,"1,005,901,184",,NASDAQ GS,,Consumer Discretionary
MMI US Equity,MARCUS & MILLICH,"996,226,304",,New York,,Real Estate
AIR US Equity,AAR CORP,"995,722,432",,New York,,Industrials
EIG US Equity,EMPLOYERS HOLDIN,"993,254,912",,New York,,Financials
TGS US Equity,TRANSPORT GA-ADR,"993,119,104",,New York,,Energy
STFC US Equity,STATE AUTO FINL,"990,660,416",,NASDAQ GS,,Financials
CIR US Equity,CIRCOR INTL,"986,386,752",,New York,,Industrials
CVRR US Equity,CVR REFINING LP,"985,968,000",,New York,,Energy
EPAY US Equity,BOTTOMLINE TECH,"984,216,064",,NASDAQ GS,,Information Technology
MNR US Equity,MONMOUTH REAL ES,"981,746,432",,New York,,Real Estate
MYCC US Equity,CLUBCORP HOLDING,"981,437,376",,New York,,Consumer Discretionary
ENSG US Equity,ENSIGN GROUP INC,"979,337,792",,NASDAQ GS,,Health Care
GLT US Equity,GLATFELTER,"978,517,696",,New York,,Materials
HRI US Equity,HERC HOLDINGS IN,"978,136,000",,New York,,Industrials
CPK US Equity,CHESAPEAKE UTIL,"977,154,240",,New York,,Utilities
ECOL US Equity,US ECOLOGY INC,"974,588,544",,NASDAQ GS,,Industrials
SGRY US Equity,SURGERY PARTNERS,"972,551,168",,NASDAQ GS,,Health Care
PGEM US Equity,PLY GEM HOLDINGS,"971,647,296",,New York,,Industrials
BGNE US Equity,BEIGENE LTD-ADR,"970,717,824",,NASDAQ GS,,Health Care
TSL US Equity,TRINA SOLAR-ADR,"969,963,584",,New York,,Information Technology
MTOR US Equity,MERITOR INC,"969,144,448",,New York,,Industrials
APOL US Equity,APOLLO EDUCATION,"968,144,704",,NASDAQ GS,,Consumer Discretionary
BMI US Equity,BADGER METER INC,"966,893,504",,New York,,Information Technology
AAWW US Equity,ATLAS AIR WORLDW,"964,906,624",,NASDAQ GS,,Industrials
CMO US Equity,CAPSTEAD MORTGAG,"964,689,152",,New York,,Financials
XXIA US Equity,IXIA,"962,698,432",,NASDAQ GS,,Information Technology
CVCO US Equity,CAVCO INDUSTRIES,"960,522,432",,NASDAQ GS,,Consumer Discretionary
EROS US Equity,EROS INTERNATION,"959,568,192",,New York,,Consumer Discretionary
FOLD US Equity,AMICUS THERAPEUT,"959,441,280",,NASDAQ GM,,Health Care
DLTH US Equity,DULUTH HLDGS - B,"959,408,448",,NASDAQ GS,,Consumer Discretionary
SFS US Equity,SMART & FINAL ST,"959,270,272",,New York,,Consumer Staples
BJRI US Equity,BJ'S RESTAURANTS,"958,731,904",,NASDAQ GS,,Consumer Discretionary
GTLS US Equity,CHART INDUSTRIES,"955,114,432",,NASDAQ GS,,Industrials
IPCC US Equity,INFINITY PROPERT,"951,541,824",,NASDAQ GS,,Financials
FCH US Equity,FELCOR LODGING,"950,914,304",,New York,,Real Estate
CRAY US Equity,CRAY INC,"950,167,296",,NASDAQ GS,,Information Technology
CODI US Equity,COMPASS DIVERSIF,"947,534,976",,New York,,Financials
TBI US Equity,TRUEBLUE INC,"946,332,672",,New York,,Industrials
GPRE US Equity,GREEN PLAINS INC,"946,169,792",,NASDAQ GS,,Energy
ADPT US Equity,ADEPTUS HEALTH-A,"945,016,256",,New York,,Health Care
EGRX US Equity,EAGLE PHARMACEUT,"943,499,584",,NASDAQ GM,,Health Care
NCMI US Equity,NATIONAL CINEMED,"943,155,776",,NASDAQ GS,,Consumer Discretionary
NCI US Equity,NAVIGANT CONSULT,"941,369,792",,New York,,Industrials
GBX US Equity,GREENBRIER COS,"940,334,336",,New York,,Industrials
OIBR/C US Equity,OI SA-ADR,"939,540,544",,New York,,Telecommunication Services
ETH US Equity,ETHAN ALLEN,"938,407,872",,New York,,Consumer Discretionary
ADRO US Equity,ADURO BIOTECH IN,"938,289,152",,NASDAQ GS,,Health Care
VHI US Equity,VALHI INC,"936,078,720",,New York,,Materials
RUSHA US Equity,RUSH ENTER-CL A,"935,723,072",,NASDAQ GS,,Industrials
RUSHB US Equity,RUSH ENTER-CL B,"935,723,072",,NASDAQ GS,,Industrials
MIME US Equity,MIMECAST LTD,"933,612,224",,NASDAQ GS,,Information Technology
CLLS US Equity,CELLECTIS - ADR,"932,806,272",,NASDAQ GM,,Health Care
TISI US Equity,TEAM INC,"930,845,056",,New York,,Industrials
CATO US Equity,CATO CORP-A,"930,572,032",,New York,,Consumer Discretionary
BH US Equity,BIGLARI HOLDINGS,"929,179,392",,New York,,Consumer Discretionary
RRMS US Equity,ROSE ROCK MIDSTR,"928,679,872",,New York,,Energy
USAC US Equity,USA COMPRESSION,"925,042,816",,New York,,Energy
FTAI US Equity,FORTRESS TRANSPO,"924,919,040",,New York,,Industrials
MRCY US Equity,MERCURY SYSTEMS,"923,445,696",,NASDAQ GS,,Industrials
MITL US Equity,MITEL NETWORKS C,"920,491,200",,NASDAQ GS,,Information Technology
LMNX US Equity,LUMINEX CORP,"919,753,920",,NASDAQ GS,,Health Care
QIWI US Equity,QIWI PLC-SP ADR,"919,597,056",,NASDAQ GS,,Information Technology
FCF US Equity,FIRST COMMON FIN,"918,853,440",,New York,,Financials
SCSC US Equity,SCANSOURCE INC,"917,147,584",,NASDAQ GS,,Information Technology
HWAY US Equity,HEALTHWAYS INC,"917,002,176",,NASDAQ GS,,Health Care
GBL US Equity,GAMCO INVESTO-A,"916,755,776",,New York,,Financials
EXPR US Equity,EXPRESS INC,"916,568,000",,New York,,Consumer Discretionary
KND US Equity,KINDRED HEALTHCA,"915,619,328",,New York,,Health Care
HOME US Equity,AT HOME GROUP IN,"914,572,288",,New York,,Consumer Discretionary
SRCE US Equity,1ST SOURCE CORP,"914,135,680",,NASDAQ GS,,Financials
FSC US Equity,FIFTH STREET FIN,"913,963,584",,NASDAQ GS,,Financials
RSTI US Equity,ROFIN-SINAR TECH,"912,102,336",,NASDAQ GS,,Information Technology
NAT US Equity,NORDIC AMERICAN,"911,440,064",,New York,,Energy
ADTN US Equity,ADTRAN INC,"911,353,024",,NASDAQ GS,,Information Technology
HTLF US Equity,HEARTLAND FINL,"911,127,744",,NASDAQ GS,,Financials
NMFC US Equity,NEW MOUNTAIN FIN,"905,347,840",,New York,,Financials
GHDX US Equity,GENOMIC HEALTH I,"905,328,384",,NASDAQ GS,,Health Care
CZR US Equity,CAESARS ENTERTAI,"903,575,168",,NASDAQ GS,,Consumer Discretionary
LKFN US Equity,LAKELAND FINL,"902,380,416",,NASDAQ GS,,Financials
FTK US Equity,FLOTEK INDS,"901,766,272",,New York,,Materials
CLVS US Equity,CLOVIS ONCOLOGY,"900,925,184",,NASDAQ GS,,Health Care
WEB US Equity,WEB.COM GROUP,"900,540,416",,NASDAQ GS,,Information Technology
APLP US Equity,ARCHROCK PARTNER,"900,537,280",,NASDAQ GS,,Energy
WING US Equity,WINGSTOP INC,"898,908,672",,NASDAQ GS,,Consumer Discretionary
CBB US Equity,CINCINNATI BELL,"897,439,168",,New York,,Telecommunication Services
UNT US Equity,UNIT CORP,"897,193,984",,New York,,Energy
FWP US Equity,FORWARD PHAR-ADR,"896,656,256",,NASDAQ GS,,Health Care
RAVN US Equity,RAVEN INDUSTRIES,"893,122,496",,NASDAQ GS,,Industrials
CBPX US Equity,CONTINENTAL BUIL,"892,685,184",,New York,,Industrials
CRESY US Equity,CRESUD SA-ADR,"892,422,528",,NASDAQ GS,,Real Estate
OUTR US Equity,OUTERWALL INC,"891,595,904",,NASDAQ GS,,Consumer Discretionary
BUSE US Equity,FIRST BUSEY CORP,"889,784,192",,NASDAQ GS,,Financials
STON US Equity,STONEMOR PARTNER,"887,393,728",,New York,,Consumer Discretionary
TRS US Equity,TRIMAS CORP,"886,542,272",,NASDAQ GS,,Industrials
CTRE US Equity,CARETRUST REI,"882,910,528",,NASDAQ GS,,Real Estate
WNC US Equity,WABASH NATIONAL,"880,158,016",,New York,,Industrials
BRKS US Equity,BROOKS AUTOMATIO,"879,954,816",,NASDAQ GS,,Information Technology
SJW US Equity,SJW CORP,"878,602,688",,New York,,Utilities
KLIC US Equity,KULICKE & SOFFA,"877,909,824",,NASDAQ GS,,Information Technology
HIBB US Equity,HIBBETT SPORTS I,"875,447,168",,NASDAQ GS,,Consumer Discretionary
MNTA US Equity,MOMENTA PHARMACE,"873,100,224",,NASDAQ GS,,Health Care
ECR US Equity,ECLIPSE RESOURCE,"872,982,848",,New York,,Energy
UBP US Equity,URSTADT BIDDLE,"871,485,248",,New York,,Real Estate
UBA US Equity,URSTADT BIDDLE-A,"871,485,248",,New York,,Real Estate
CSFL US Equity,CENTERSTATE BANK,"870,821,504",,NASDAQ GS,,Financials
SAAS US Equity,INCONTACT INC,"870,493,760",,NASDAQ CM,,Information Technology
BHLB US Equity,BERKSHIRE HILLS,"870,029,632",,New York,,Financials
VTTI US Equity,VTTI ENERGY PART,"869,146,688",,New York,,Energy
SLRC US Equity,SOLAR CAPITAL LT,"869,052,160",,NASDAQ GS,,Financials
TYPE US Equity,MONOTYPE IMAGING,"868,853,120",,NASDAQ GS,,Information Technology
AC US Equity,ASSOCIATED CAP-A,"868,623,680",,New York,,Financials
CAPL US Equity,CROSSAMERICA PAR,"868,468,928",,New York,,Energy
ATSG US Equity,AIR TRANSPORT SE,"865,045,312",,NASDAQ GS,,Industrials
CFNL US Equity,CARDINAL FINL CP,"864,410,176",,NASDAQ GS,,Financials
DEL US Equity,DELTIC TIMBER,"862,943,616",,New York,,Materials
UVE US Equity,UNIVERSAL INSURA,"861,864,064",,New York,,Financials
SBSI US Equity,SOUTHSIDE BAN IN,"861,041,664",,NASDAQ GS,,Financials
HY US Equity,HYSTER-YALE,"859,125,760",,New York,,Industrials
VASC US Equity,VASCULAR SOLUTIO,"858,952,448",,NASDAQ GS,,Health Care
HAFC US Equity,HANMI FINL CORP,"857,884,992",,NASDAQ GS,,Financials
NXEOU US Equity,NEXEO SOLUTIONS,"856,261,696",,NASDAQ CM,,Industrials
PJT US Equity,PJT PARTNERS - A,"856,034,688",,New York,,Financials
SGYP US Equity,SYNERGY PHARMACE,"855,962,048",,NASDAQ GS,,Health Care
HSTM US Equity,HEALTHSTREAM INC,"854,097,408",,NASDAQ GS,,Health Care
WIN US Equity,WINDSTREAM HOLDI,"853,868,544",,NASDAQ GS,,Telecommunication Services
AVH US Equity,AVIANCA HOLD-ADR,"853,614,976",,New York,,Industrials
BRKL US Equity,BROOKLINE BANCRP,"853,250,240",,NASDAQ GS,,Financials
IIJI US Equity,INTERNET INI-ADR,"852,483,072",,NASDAQ GS,,Information Technology
PBFX US Equity,PBF LOGISTICS LP,"850,707,136",,New York,,Energy
UHT US Equity,UNIVERSAL HEALTH,"850,673,600",,New York,,Real Estate
STNG US Equity,SCORPIO TANKERS,"850,376,704",,New York,,Energy
STBZ US Equity,STATE BANK FINAN,"850,052,544",,NASDAQ CM,,Financials
BKS US Equity,BARNES & NOBLE,"847,772,352",,New York,,Consumer Discretionary
HLX US Equity,HELIX ENERGY SOL,"847,048,064",,New York,,Energy
TDOC US Equity,TELADOC INC,"845,549,760",,New York,,Health Care
LDL US Equity,LYDALL INC,"844,555,968",,New York,,Industrials
ATRI US Equity,ATRION CORP,"844,513,920",,NASDAQ GS,,Health Care
TTS US Equity,TILE SHOP HLDGS,"843,852,352",,NASDAQ GS,,Consumer Discretionary
BGG US Equity,BRIGGS & STRATTN,"843,269,120",,New York,,Industrials
BW US Equity,BABCOCK & WILCOX,"841,712,512",,New York,,Industrials
MTSC US Equity,MTS SYSTEMS CORP,"841,420,096",,NASDAQ GS,,Information Technology
ZPIN US Equity,ZHAOPIN LTD-ADR,"840,262,336",,New York,,Industrials
FNFV US Equity,FNFV GROUP,"839,581,312",,New York,,Financials
EBSB US Equity,MERIDIAN BANCORP,"839,211,008",,NASDAQ GS,,Financials
BATRA US Equity,LIBERTY BRAVES-A,"839,198,848",,NASDAQ GS,,Consumer Discretionary
BATRK US Equity,LIBERTY BRAVES-C,"839,198,848",,NASDAQ GS,,Consumer Discretionary
TCPC US Equity,TCP CAPITAL CORP,"839,168,576",,NASDAQ GS,,Financials
AMPH US Equity,AMPHASTAR PHARMA,"837,448,704",,NASDAQ GS,,Health Care
HCLP US Equity,HI-CRUSH PARTNER,"836,257,600",,New York,,Materials
SPXC US Equity,SPX CORP,"835,991,104",,New York,,Industrials
SNHY US Equity,SUN HYDRAULICS,"835,392,448",,NASDAQ GS,,Industrials
FIVN US Equity,FIVE9 INC,"834,033,920",,NASDAQ GM,,Information Technology
XNCR US Equity,XENCOR INC,"833,325,120",,NASDAQ GM,,Health Care
CSTM US Equity,CONSTELLIUM NV-A,"830,103,168",,New York,,Materials
NTRI US Equity,NUTRISYSTEM INC,"830,100,032",,NASDAQ GS,,Consumer Discretionary
MMYT US Equity,MAKEMYTRIP LTD,"827,555,840",,NASDAQ GS,,Consumer Discretionary
IBTX US Equity,INDEPENDENT BANK,"826,615,232",,NASDAQ GS,,Financials
WD US Equity,WALKER & DUNLOP,"825,736,064",,New York,,Financials
PHH US Equity,PHH CORP,"825,399,232",,New York,,Financials
VECO US Equity,VEECO INSTRUMENT,"824,545,984",,NASDAQ GS,,Information Technology
INSM US Equity,INSMED INC,"824,213,696",,NASDAQ GS,,Health Care
HIFR US Equity,INFRAREIT INC,"824,084,992",,New York,,Real Estate
CSII US Equity,CARDIOVASCULAR S,"823,307,456",,NASDAQ GS,,Health Care
OFIX US Equity,ORTHOFIX INTL,"822,685,440",,NASDAQ GS,,Health Care
AMBC US Equity,AMBAC FINANCIAL,"822,570,176",,NASDAQ GS,,Financials
VRTV US Equity,VERITIV CORP,"821,167,296",,New York,,Industrials
VIVO US Equity,MERIDIAN BIOSCI,"820,691,392",,NASDAQ GS,,Health Care
ARR US Equity,ARMOUR RESIDENTI,"820,685,248",,New York,,Financials
IPHS US Equity,INNOPHOS HOLDING,"820,152,512",,NASDAQ GS,,Materials
ICFI US Equity,ICF INTERNATIONA,"819,982,720",,NASDAQ GS,,Industrials
TRUE US Equity,TRUECAR INC,"818,144,832",,NASDAQ GS,,Information Technology
GTN US Equity,GRAY TELEVISION,"813,638,208",,New York,,Consumer Discretionary
GTN/A US Equity,GRAY TELEVISIO-A,"813,638,208",,New York,,Consumer Discretionary
HT US Equity,HERSHA HOSPITAL,"809,936,832",,New York,,Real Estate
AMAG US Equity,AMAG PHARMACEUTI,"808,084,672",,NASDAQ GS,,Health Care
MDXG US Equity,MIMEDX GROUP INC,"807,710,336",,NASDAQ CM,,Health Care
HSC US Equity,HARSCO CORP,"807,361,856",,New York,,Industrials
WIRE US Equity,ENCORE WIRE,"807,150,272",,NASDAQ GS,,Industrials
BGC US Equity,GEN CABLE CORP,"806,360,960",,New York,,Industrials
DENN US Equity,DENNY'S CORP,"805,623,936",,NASDAQ CM,,Consumer Discretionary
EDN US Equity,EMP DISTRIB-ADR,"804,478,912",,New York,,Utilities
GLRE US Equity,GREENLIGHT CAP-A,"803,890,752",,NASDAQ GS,,Financials
LGIH US Equity,LGI HOMES INC,"803,508,544",,NASDAQ GS,,Consumer Discretionary
USPH US Equity,US PHYSICAL THER,"802,546,496",,New York,,Health Care
CPF US Equity,CENTRAL PACIFIC,"802,302,464",,New York,,Financials
AROC US Equity,ARCHROCK INC,"801,397,888",,New York,,Energy
GFF US Equity,GRIFFON CORP,"801,293,888",,New York,,Industrials
IRET US Equity,INVESTORS REAL,"800,799,936",,New York,,Real Estate
GTY US Equity,GETTY REALTY,"800,555,968",,New York,,Real Estate
PMC US Equity,PHARMERICA CORP,"798,350,400",,New York,,Health Care
USCR US Equity,US CONCRETE INC,"797,672,576",,NASDAQ CM,,Materials
VRNS US Equity,VARONIS SYSTEMS,"797,236,736",,NASDAQ GS,,Information Technology
AVXS US Equity,AVEXIS INC,"796,278,784",,NASDAQ GS,,Health Care
ARII US Equity,AMERICAN RAILCAR,"796,145,344",,NASDAQ GS,,Industrials
MTGE US Equity,AMERICAN CAPITAL,"794,131,904",,NASDAQ GS,,Financials
FSS US Equity,FED SIGNAL CORP,"793,517,056",,New York,,Industrials
GTT US Equity,GTT COMMUNICATIO,"792,619,264",,New York,,Information Technology
TCAP US Equity,TRIANGLE CAPITAL,"792,419,456",,New York,,Financials
NXEO US Equity,NEXEO SOLUTIONS,"792,295,040",,NASDAQ CM,,Industrials
BOBE US Equity,BOB EVANS FARMS,"790,864,896",,NASDAQ GS,,Consumer Discretionary
GSBD US Equity,GOLDMAN SACHS BD,"786,357,760",,New York,,Financials
CKEC US Equity,CARMIKE CINEMAS,"782,629,760",,NASDAQ GS,,Consumer Discretionary
VRTU US Equity,VIRTUSA CORP,"782,276,160",,NASDAQ GS,,Information Technology
IMKTA US Equity,INGLES MARKETS-A,"782,027,328",,NASDAQ GS,,Consumer Staples
MGRC US Equity,MCGRATH RENTCORP,"781,783,744",,NASDAQ GS,,Industrials
JMEI US Equity,JUMEI INTERNATIO,"781,562,368",,New York,,Consumer Discretionary
SHLM US Equity,SCHULMAN (A),"780,172,928",,NASDAQ GS,,Materials
CLDT US Equity,CHATHAM LODGING,"778,213,632",,New York,,Real Estate
SAH US Equity,SONIC AUTOMOTI-A,"777,612,352",,New York,,Consumer Discretionary
SGMS US Equity,SCIENTIFIC GAM-A,"776,334,976",,NASDAQ GS,,Consumer Discretionary
FOXF US Equity,FOX FACTORY HOLD,"776,187,648",,NASDAQ GS,,Consumer Discretionary
LNN US Equity,LINDSAY CORP,"773,766,720",,New York,,Industrials
ECHO US Equity,ECHO GLOBAL LOGI,"773,096,128",,NASDAQ GS,,Industrials
SAIA US Equity,SAIA INC,"772,858,304",,NASDAQ GS,,Industrials
WBAI US Equity,500.COM LTD-ADR,"772,698,880",,New York,,Consumer Discretionary
NFBK US Equity,NORTHFIELD BANCO,"771,556,544",,NASDAQ GS,,Financials
TOO US Equity,TEEKAY OFFSHORE,"770,825,856",,New York,,Energy
TIER US Equity,TIER REIT INC,"770,621,312",,New York,,Real Estate
STAR US Equity,ISTAR INC,"770,128,896",,New York,,Financials
RIGP US Equity,TRANSOCEAN PARTN,"767,898,112",,New York,,Energy
PACB US Equity,PACIFIC BIOSCIEN,"760,728,192",,NASDAQ GS,,Health Care
CRVL US Equity,CORVEL CORP,"760,643,840",,NASDAQ GS,,Health Care
VDSI US Equity,VASCO DATA INTL,"758,144,960",,NASDAQ CM,,Information Technology
CHCO US Equity,CITY HOLDING CO,"757,618,688",,NASDAQ GS,,Financials
SUP US Equity,SUPERIOR INDS,"756,634,048",,New York,,Consumer Discretionary
RPD US Equity,RAPID7 INC,"755,661,568",,NASDAQ GM,,Information Technology
CSIQ US Equity,CANADIAN SOLAR I,"754,731,840",,NASDAQ GS,,Information Technology
ITGR US Equity,INTEGER HOLDINGS,"754,321,536",,New York,,Health Care
SASR US Equity,SANDY SPRING BAN,"753,100,992",,NASDAQ GS,,Financials
RMAX US Equity,RE/MAX HOLDINGS,"752,941,888",,New York,,Real Estate
FORM US Equity,FORMFACTOR INC,"752,931,968",,NASDAQ GS,,Information Technology
TEDU US Equity,TARENA INTER-ADR,"752,755,840",,NASDAQ GS,,Consumer Discretionary
PPBI US Equity,PACIFIC PREMIER,"751,704,576",,NASDAQ GS,,Financials
ALG US Equity,ALAMO GROUP,"749,212,352",,New York,,Industrials
FORR US Equity,FORRESTER RESEAR,"748,406,400",,NASDAQ GS,,Information Technology
PTNR US Equity,PARTNER COMM-ADR,"746,297,600",,NASDAQ GS,,Telecommunication Services
LSCC US Equity,LATTICE SEMICOND,"744,990,784",,NASDAQ GS,,Information Technology
CCC US Equity,CALGON CARBON,"744,680,640",,New York,,Materials
EHIC US Equity,EHI CAR SERV-ADR,"744,633,600",,New York,,Industrials
BPMC US Equity,BLUEPRINT MEDICI,"744,246,144",,NASDAQ GS,,Health Care
AIMC US Equity,ALTRA INDUSTRIAL,"743,974,720",,NASDAQ GS,,Industrials
WK US Equity,WORKIVA INC,"743,162,624",,New York,,Information Technology
GOL US Equity,GOL-ADR,"741,014,784",,New York,,Industrials
KELYB US Equity,KELLY SERVICES-B,"737,012,608",,NASDAQ GS,,Industrials
KELYA US Equity,KELLY SERVICES-A,"737,012,608",,NASDAQ GS,,Industrials
OSG US Equity,OVERSEAS SHIP -A,"736,863,680",,New York,,Energy
TRK US Equity,SPEEDWAY MOTORSP,"736,040,192",,New York,,Consumer Discretionary
ORIT US Equity,ORITANI FINANCIA,"735,428,800",,NASDAQ GS,,Financials
NLS US Equity,NAUTILUS INC,"735,347,456",,New York,,Consumer Discretionary
FMI US Equity,FOUNDATION MEDIC,"735,222,528",,NASDAQ GS,,Health Care
CUBI US Equity,CUSTOMERS BANCOR,"731,432,704",,New York,,Financials
ESND US Equity,ESSENDANT INC,"731,029,760",,NASDAQ GS,,Industrials
PRFT US Equity,PERFICIENT INC,"730,742,912",,NASDAQ GS,,Information Technology
ATTO US Equity,ATENTO SA,"730,136,192",,New York,,Industrials
VVI US Equity,VIAD CORP,"729,855,424",,New York,,Industrials
QSII US Equity,QUALITY SYSTEMS,"729,466,880",,NASDAQ GS,,Health Care
NSA US Equity,NATIONAL STORAGE,"729,102,976",,New York,,Real Estate
SSNI US Equity,SILVER SPRING NE,"727,940,800",,New York,,Information Technology
PLOW US Equity,DOUGLAS DYNAMICS,"727,928,064",,New York,,Industrials
IRDM US Equity,IRIDIUM COMMUNIC,"727,726,656",,NASDAQ GS,,Telecommunication Services
